"","YYYY","MM_DD","ATMP"
"7554",2009,"10-29",5.7
"7555",2009,"10-30",5.6
"7556",2009,"10-31",6.2
"7557",2009,"11-1",3.4
"7558",2009,"11-2",4.7
"7559",2009,"11-3",4.5
"7560",2009,"11-4",3.5
"7561",2009,"11-5",2.1
"7562",2009,"11-6",1.8
"7563",2009,"11-7",1.7
"7564",2009,"11-8",5.1
"7565",2009,"11-9",5.8
"7566",2009,"11-10",5.6
"7567",2009,"11-11",1.7
"7568",2009,"11-12",2.3
"7569",2009,"11-13",-2.1
"7570",2009,"11-14",-1.9
"7571",2009,"11-15",-1.1
"7572",2009,"11-16",-1.9
"7573",2009,"11-17",1.4
"7574",2009,"11-18",1.3
"7575",2009,"11-19",0.9
"7576",2009,"11-20",3.8
"7577",2009,"11-21",3.8
"7578",2009,"11-22",-1.9
"7579",2009,"11-23",-0.9
"7580",2009,"11-24",-1.4
"7581",2009,"11-25",-0.6
"7582",2009,"11-26",0
"7583",2009,"11-27",-0.2
"7584",2009,"11-28",-2.7
"7585",2009,"11-29",1
"7586",2009,"11-30",-1.9
"7587",2009,"12-13",2.3
"7588",2009,"12-14",0.2
"7589",2009,"12-15",0
"7590",2009,"12-16",-1
"7591",2009,"12-17",-0.6
"7592",2009,"12-18",1.3
"7593",2009,"12-19",-0.2
"7594",2009,"12-20",0.6
"7595",2009,"12-21",0.7
"7596",2009,"12-22",-0.8
"7597",2009,"12-23",1.9
"7598",2009,"12-24",1.4
"7599",2009,"12-25",2.1
"7600",2009,"12-26",0.1
"7601",2009,"12-27",-0.8
"7602",2009,"12-28",-1.4
"7603",2009,"12-29",1.9
"7604",2009,"12-30",2.3
"7605",2009,"12-31",2.5
"7606",2010,"1-1",2.7
"7607",2010,"1-2",1
"7608",2010,"1-3",-1
"7609",2010,"1-4",0.2
"7610",2010,"1-5",-1.5
"7611",2010,"1-6",2.9
"7612",2010,"1-7",2.3
"7613",2010,"1-8",0.8
"7614",2010,"1-9",1.7
"7615",2010,"1-10",-0.5
"7616",2010,"1-11",-1
"7617",2010,"1-12",-0.9
"7618",2010,"1-13",0.8
"7619",2010,"1-14",1
"7620",2010,"1-15",-1.3
"7621",2010,"1-16",-3.3
"7622",2010,"1-17",-3.7
"7623",2010,"1-18",-4.9
"7624",2010,"1-19",-4.4
"7625",2010,"1-20",-0.7
"7626",2010,"1-21",0.3
"7627",2010,"1-22",2.4
"7628",2010,"1-23",3
"7629",2010,"1-24",1.6
"7630",2010,"1-25",0.8
"7631",2010,"1-26",-0.4
"7632",2010,"1-27",-1.5
"7633",2010,"1-28",-3.2
"7634",2010,"1-29",-6.5
"7635",2010,"1-30",-2
"7636",2010,"1-31",0.2
"7637",2010,"2-1",NA
"7638",2010,"2-2",2.7
"7639",2010,"2-3",1.8
"7640",2010,"2-4",-1.9
"7641",2010,"2-5",-4.3
"7642",2010,"2-6",-4.8
"7643",2010,"2-7",-5.7
"7644",2010,"2-8",-4.6
"7645",2010,"2-9",-6.1
"7646",2010,"2-10",-6.3
"7647",2010,"2-11",-5.5
"7648",2010,"2-13",-2
"7649",2010,"2-14",-3.4
"7650",2010,"2-15",-3.1
"7651",2010,"2-16",-3.3
"7652",2010,"2-17",-4.4
"7653",2010,"2-18",-0.1
"7654",2010,"2-19",0
"7655",2010,"2-20",0.9
"7656",2010,"2-21",1
"7657",2010,"2-22",-0.8
"7658",2010,"2-23",-3.9
"7659",2010,"2-24",-2.4
"7660",2010,"2-25",-6.2
"7661",2010,"2-26",-7.7
"7662",2010,"2-27",-10.3
"7663",2010,"2-28",-3.6
"7664",2010,"3-1",-3.9
"7665",2010,"3-2",-8.6
"7666",2010,"3-3",-9.7
"7667",2010,"3-4",-9.1
"7668",2010,"3-5",-6
"7669",2010,"3-6",-8.6
"7670",2010,"3-7",-7
"7671",2010,"3-8",-9.5
"7672",2010,"3-9",-6.5
"7673",2010,"3-10",-5.1
"7674",2010,"3-11",-4.1
"7675",2010,"3-12",-7.1
"7676",2010,"3-13",-9.6
"7677",2010,"3-14",-3.2
"7678",2010,"3-15",1.1
"7679",2010,"3-16",1.9
"7680",2010,"3-17",1.2
"7681",2010,"3-18",0.9
"7682",2010,"3-19",-0.6
"7683",2010,"3-20",1
"7684",2010,"3-21",0.9
"7685",2010,"3-22",0.6
"7686",2010,"3-24",-3.3
"7687",2010,"3-25",-1.3
"7688",2010,"3-26",-2.6
"7689",2010,"3-27",NA
"7690",2010,"3-28",-7.2
"7691",2010,"3-29",-8.2
"7692",2010,"3-30",-2.8
"7693",2010,"3-31",-2.6
"7694",2010,"4-1",-2.6
"7695",2010,"4-2",-2.6
"7696",2010,"4-3",-2.9
"7697",2010,"4-4",-4.8
"7698",2010,"4-5",-5.4
"7699",2010,"4-6",-3.5
"7700",2010,"4-7",-2.1
"7701",2010,"4-8",0
"7702",2010,"4-9",1.7
"7703",2010,"4-10",1.6
"7704",2010,"4-11",-1.4
"7705",2010,"4-13",-1
"7706",2010,"4-14",-1.4
"7707",2010,"4-15",0.8
"7708",2010,"4-16",0.8
"7709",2010,"4-17",-0.9
"7710",2010,"4-18",-0.1
"7711",2010,"4-19",-2.1
"7712",2010,"4-20",-2
"7713",2010,"4-21",1.7
"7714",2010,"4-22",0.7
"7715",2010,"4-23",-0.4
"7716",2010,"4-24",-1
"7717",2010,"4-25",-1.6
"7718",2010,"4-26",-2.2
"7719",2010,"4-27",-2.2
"7720",2010,"4-28",-1.7
"7721",2010,"4-29",-1
"7722",2010,"4-30",0.1
"7723",2010,"5-1",1.8
"7724",2010,"5-2",2.1
"7725",2010,"5-3",3
"7726",2010,"5-4",2.6
"7727",2010,"5-5",2.7
"7728",2010,"5-6",1.9
"7729",2010,"5-7",0.6
"7730",2010,"5-8",-0.1
"7731",2010,"5-9",0.9
"7732",2010,"5-10",1.1
"7733",2010,"5-11",-0.5
"7734",2010,"5-12",-2.3
"7735",2010,"5-13",0.2
"7736",2010,"5-14",0.6
"7737",2010,"5-15",2.1
"7738",2010,"5-17",1.1
"7739",2010,"5-18",2.4
"7740",2010,"5-19",2.4
"7741",2010,"5-20",2
"7742",2010,"5-21",2.2
"7743",2010,"5-22",2.8
"7744",2010,"5-23",1.8
"7745",2010,"5-24",2
"7746",2010,"5-25",2.4
"7747",2010,"5-26",2.6
"7748",2010,"5-27",3.3
"7749",2010,"5-28",4.1
"7750",2010,"5-29",4.4
"7751",2010,"5-30",4.3
"7752",2010,"5-31",4.4
"7753",2010,"6-1",4.9
"7754",2010,"6-2",4.7
"7755",2010,"6-3",5.4
"7756",2010,"6-4",4.3
"7757",2010,"6-5",3.6
"7758",2010,"6-6",3.7
"7759",2010,"6-7",3.9
"7760",2010,"6-8",4.6
"7761",2010,"6-9",4.6
"7762",2010,"6-10",5.5
"7763",2010,"6-11",5.1
"7764",2010,"6-12",5.8
"7765",2010,"6-13",5.9
"7766",2010,"6-14",6
"7767",2010,"6-15",5.1
"7768",2010,"6-16",5.8
"7769",2010,"6-17",6
"7770",2010,"6-18",4.8
"7771",2010,"6-19",5.7
"7772",2010,"6-20",6
"7773",2010,"6-21",6.5
"7774",2010,"6-22",6.3
"7775",2010,"6-23",6.2
"7776",2010,"6-24",6.3
"7777",2010,"6-25",5.6
"7778",2010,"6-26",5.5
"7779",2010,"6-27",6.7
"7780",2010,"6-28",6.2
"7781",2010,"6-29",6.4
"7782",2010,"6-30",6.4
"7783",2010,"7-1",7.1
"7784",2010,"7-2",6.7
"7785",2010,"7-3",6.9
"7786",2010,"7-4",5.7
"7787",2010,"7-5",6.5
"7788",2010,"7-6",7.4
"7789",2010,"7-7",6.7
"7790",2010,"7-8",7.4
"7791",2010,"7-9",7.2
"7792",2010,"7-10",8.1
"7793",2010,"7-11",7.1
"7794",2010,"7-12",6.3
"7795",2010,"7-13",6.1
"7796",2010,"7-14",6.7
"7797",2010,"7-15",6.8
"7798",2010,"7-16",6.8
"7799",2010,"7-17",NA
"7800",2010,"7-18",NA
"7801",2010,"7-19",NA
"7802",2010,"7-20",NA
"7803",2010,"7-21",NA
"7804",2010,"7-22",NA
"7805",2010,"7-23",NA
"7806",2010,"7-24",NA
"7807",2010,"7-25",NA
"7808",2010,"7-26",NA
"7809",2010,"7-27",NA
"7810",2010,"7-28",NA
"7811",2010,"7-29",NA
"7812",2010,"7-30",NA
"7813",2010,"7-31",NA
"7814",2010,"8-1",NA
"7815",2010,"8-2",NA
"7816",2010,"8-3",NA
"7817",2010,"8-4",NA
"7818",2010,"8-5",NA
"7819",2010,"8-6",NA
"7820",2010,"8-7",NA
"7821",2010,"8-8",NA
"7822",2010,"8-9",NA
"7823",2010,"8-10",NA
"7824",2010,"8-11",NA
"7825",2010,"8-12",NA
"7826",2010,"8-13",NA
"7827",2010,"8-14",NA
"7828",2010,"8-15",NA
"7829",2010,"8-16",NA
"7830",2010,"8-17",NA
"7831",2010,"8-18",NA
"7832",2010,"8-19",NA
"7833",2010,"8-20",NA
"7834",2010,"8-21",NA
"7835",2010,"8-22",NA
"7836",2010,"8-23",NA
"7837",2010,"8-24",NA
"7838",2010,"8-25",NA
"7839",2010,"8-26",NA
"7840",2010,"8-27",NA
"7841",2010,"8-28",NA
"7842",2010,"8-29",NA
"7843",2010,"8-30",NA
"7844",2010,"8-31",NA
"7845",2010,"9-1",NA
"7846",2010,"9-2",NA
"7847",2010,"9-3",NA
"7848",2010,"9-4",NA
"7849",2010,"9-5",NA
"7850",2010,"9-6",NA
"7851",2010,"9-7",NA
"7852",2010,"9-8",NA
"7853",2010,"9-9",NA
"7854",2010,"9-10",NA
"7855",2010,"9-11",NA
"7856",2010,"9-12",NA
"7857",2010,"9-13",NA
"7858",2010,"9-14",NA
"7859",2010,"9-15",NA
"7860",2010,"9-16",NA
"7861",2010,"9-17",NA
"7862",2010,"9-18",NA
"7863",2010,"9-19",NA
"7864",2010,"9-20",NA
"7865",2010,"9-21",NA
"7866",2010,"9-22",NA
"7867",2010,"9-23",NA
"7868",2010,"9-24",NA
"7869",2010,"9-25",NA
"7870",2010,"9-26",NA
"7871",2010,"9-27",NA
"7872",2010,"9-28",NA
"7873",2010,"9-29",NA
"7874",2010,"9-30",NA
"7875",2010,"10-1",NA
"7876",2010,"10-2",NA
"7877",2010,"10-3",NA
"7878",2010,"10-4",NA
"7879",2010,"10-5",NA
"7880",2010,"10-6",NA
"7881",2010,"10-7",NA
"7882",2010,"10-8",NA
"7883",2010,"10-9",NA
"7884",2010,"10-10",NA
"7885",2010,"10-11",NA
"7886",2010,"10-12",NA
"7887",2010,"10-13",NA
"7888",2010,"10-14",NA
"7889",2010,"10-15",NA
"7890",2010,"10-16",NA
"7891",2010,"10-17",NA
"7892",2010,"10-18",NA
"7893",2010,"10-19",NA
"7894",2010,"10-20",NA
"7895",2010,"10-21",NA
"7896",2010,"10-22",NA
"7897",2010,"10-23",NA
"7898",2010,"10-24",NA
"7899",2010,"10-25",NA
"7900",2010,"10-26",NA
"7901",2010,"10-27",NA
"7902",2010,"10-28",NA
"7903",2010,"10-29",NA
"7904",2010,"10-30",NA
"7905",2010,"10-31",NA
"7906",2010,"11-1",NA
"7907",2010,"11-2",NA
"7908",2010,"11-3",NA
"7909",2010,"11-4",NA
"7910",2010,"11-5",NA
"7911",2010,"11-6",NA
"7912",2010,"11-7",NA
"7913",2010,"11-8",NA
"7914",2010,"11-9",NA
"7915",2010,"11-10",NA
"7916",2010,"11-11",NA
"7917",2010,"11-12",NA
"7918",2010,"11-13",NA
"7919",2010,"11-14",NA
"7920",2010,"11-15",NA
"7921",2010,"11-16",NA
"7922",2010,"11-17",NA
"7923",2010,"11-18",NA
"7924",2010,"11-19",NA
"7925",2010,"11-20",NA
"7926",2010,"11-21",NA
"7927",2010,"11-22",NA
"7928",2010,"11-23",NA
"7929",2010,"11-24",NA
"7930",2010,"11-25",NA
"7931",2010,"11-26",NA
"7932",2010,"11-27",NA
"7933",2010,"11-28",NA
"7934",2010,"11-29",NA
"7935",2010,"11-30",NA
"7936",2010,"12-1",NA
"7937",2010,"12-2",NA
"7938",2010,"12-3",NA
"7939",2010,"12-4",NA
"7940",2010,"12-5",NA
"7941",2010,"12-6",NA
"7942",2010,"12-7",NA
"7943",2010,"12-8",NA
"7944",2010,"12-9",NA
"7945",2010,"12-10",NA
"7946",2010,"12-11",NA
"7947",2010,"12-12",NA
"7948",2010,"12-13",NA
"7949",2010,"12-14",NA
"7950",2010,"12-15",NA
"7951",2010,"12-16",NA
"7952",2010,"12-17",NA
"7953",2010,"12-18",NA
"7954",2010,"12-19",NA
"7955",2010,"12-20",NA
"7956",2010,"12-21",NA
"7957",2010,"12-22",NA
"7958",2010,"12-23",NA
"7959",2010,"12-24",NA
"7960",2010,"12-25",NA
"7961",2010,"12-26",NA
"7962",2010,"12-27",NA
"7963",2010,"12-28",NA
"7964",2010,"12-29",NA
"7965",2010,"12-30",NA
"7966",2010,"12-31",NA
"7967",2011,"1-1",NA
"7968",2011,"1-2",NA
"7969",2011,"1-3",NA
"7970",2011,"1-4",NA
"7971",2011,"1-5",NA
"7972",2011,"1-6",NA
"7973",2011,"1-7",NA
"7974",2011,"1-8",NA
"7975",2011,"1-9",NA
"7976",2011,"1-10",NA
"7977",2011,"1-11",NA
"7978",2011,"1-12",NA
"7979",2011,"1-13",NA
"7980",2011,"1-14",NA
"7981",2011,"1-15",NA
"7982",2011,"1-16",NA
"7983",2011,"1-17",NA
"7984",2011,"1-18",NA
"7985",2011,"1-19",NA
"7986",2011,"1-20",NA
"7987",2011,"1-21",NA
"7988",2011,"1-22",NA
"7989",2011,"1-23",NA
"7990",2011,"1-24",NA
"7991",2011,"1-25",NA
"7992",2011,"1-26",NA
"7993",2011,"1-27",NA
"7994",2011,"1-28",NA
"7995",2011,"1-29",NA
"7996",2011,"1-30",NA
"7997",2011,"1-31",NA
"7998",2011,"2-1",1.2
"7999",2011,"2-2",2.7
"8000",2011,"2-3",2.5
"8001",2011,"2-4",1.7
"8002",2011,"2-5",2.6
"8003",2011,"2-6",3.1
"8004",2011,"2-7",2.4
"8005",2011,"2-8",-0.1
"8006",2011,"2-9",0
"8007",2011,"2-10",1.9
"8008",2011,"2-11",3.3
"8009",2011,"2-12",2
"8010",2011,"2-13",-5
"8011",2011,"2-14",3.4
"8012",2011,"2-15",1.8
"8013",2011,"2-16",2.4
"8014",2011,"2-17",0.2
"8015",2011,"2-18",-1.7
"8016",2011,"2-20",1.7
"8017",2011,"2-23",3.4
"8018",2011,"2-24",0.4
"8019",2011,"2-25",-1.3
"8020",2011,"2-26",0.3
"8021",2011,"2-27",2.6
"8022",2011,"2-28",3.1
"8023",2011,"3-1",2.5
"8024",2011,"3-2",2.4
"8025",2011,"3-3",-2.5
"8026",2011,"3-4",1.2
"8027",2011,"3-5",-0.8
"8028",2011,"3-6",1.6
"8029",2011,"3-7",2
"8030",2011,"3-8",-0.3
"8031",2011,"3-9",1.1
"8032",2011,"3-10",2.4
"8033",2011,"3-11",2.9
"8034",2011,"3-12",2.4
"8035",2011,"3-13",-0.6
"8036",2011,"3-14",0.3
"8037",2011,"3-15",-1
"8038",2011,"3-16",-1
"8039",2011,"3-17",1.9
"8040",2011,"3-18",3.6
"8041",2011,"3-19",3
"8042",2011,"3-20",2.2
"8043",2011,"3-21",1.5
"8044",2011,"3-22",1.1
"8045",2011,"3-23",2
"8046",2011,"3-24",1
"8047",2011,"3-25",0.5
"8048",2011,"3-26",0.4
"8049",2011,"3-27",-0.8
"8050",2011,"3-28",1.3
"8051",2011,"3-29",-0.3
"8052",2011,"3-30",-0.4
"8053",2011,"4-1",-0.5
"8054",2011,"4-2",0.5
"8055",2011,"4-3",-1.7
"8056",2011,"4-4",2.6
"8057",2011,"4-5",0.1
"8058",2011,"4-6",0.4
"8059",2011,"4-7",0.3
"8060",2011,"4-8",-1.7
"8061",2011,"4-9",-0.8
"8062",2011,"4-10",2.5
"8063",2011,"4-11",-1
"8064",2011,"4-12",0.7
"8065",2011,"4-13",3
"8066",2011,"4-14",3.9
"8067",2011,"4-15",-0.3
"8068",2011,"4-16",1.4
"8069",2011,"4-17",2
"8070",2011,"4-18",3
"8071",2011,"4-19",2.2
"8072",2011,"4-20",-0.1
"8073",2011,"4-21",0.1
"8074",2011,"4-22",-0.4
"8075",2011,"4-23",-0.9
"8076",2011,"4-24",0.4
"8077",2011,"4-25",0.5
"8078",2011,"4-26",0.8
"8079",2011,"4-27",2.8
"8080",2011,"4-28",2.4
"8081",2011,"4-29",2.6
"8082",2011,"4-30",2.8
"8083",2011,"5-1",2.4
"8084",2011,"5-2",2.9
"8085",2011,"5-3",1.8
"8086",2011,"5-4",3
"8087",2011,"5-5",1.6
"8088",2011,"5-6",2.7
"8089",2011,"5-7",1.8
"8090",2011,"5-8",1.6
"8091",2011,"5-9",2.2
"8092",2011,"5-10",3.8
"8093",2011,"5-11",4.8
"8094",2011,"5-12",5.1
"8095",2011,"5-13",4.6
"8096",2011,"5-14",3.8
"8097",2011,"5-15",4.5
"8098",2011,"5-16",3.7
"8099",2011,"5-17",4.3
"8100",2011,"5-18",3.5
"8101",2011,"5-19",4.3
"8102",2011,"5-20",4.3
"8103",2011,"5-21",5.2
"8104",2011,"5-22",4.4
"8105",2011,"5-23",5
"8106",2011,"5-24",5.7
"8107",2011,"5-25",5.4
"8108",2011,"5-26",6
"8109",2011,"5-27",6.1
"8110",2011,"5-28",6
"8111",2011,"5-29",6.5
"8112",2011,"5-30",6.6
"8113",2011,"5-31",5
"8114",2011,"6-1",5.2
"8115",2011,"6-2",5.9
"8116",2011,"6-3",6.1
"8117",2011,"6-4",5.3
"8118",2011,"6-5",6.5
"8119",2011,"6-6",6.3
"8120",2011,"6-7",6
"8121",2011,"6-8",6.5
"8122",2011,"6-9",7
"8123",2011,"6-10",6.7
"8124",2011,"6-11",6.9
"8125",2011,"6-12",6.2
"8126",2011,"6-13",7.3
"8127",2011,"6-14",7.3
"8128",2011,"6-15",7.9
"8129",2011,"6-16",7.8
"8130",2011,"6-17",7.3
"8131",2011,"6-18",7.5
"8132",2011,"6-19",7.9
"8133",2011,"6-20",7.6
"8134",2011,"6-21",7.1
"8135",2011,"6-22",7.9
"8136",2011,"6-23",8.7
"8137",2011,"6-24",9.6
"8138",2011,"6-25",9.5
"8139",2011,"6-26",8.8
"8140",2011,"6-27",8.1
"8141",2011,"6-28",8.5
"8142",2011,"6-29",7.9
"8143",2011,"6-30",8
"8144",2011,"7-1",NA
"8145",2011,"7-2",NA
"8146",2011,"7-3",NA
"8147",2011,"7-4",NA
"8148",2011,"7-5",NA
"8149",2011,"7-6",NA
"8150",2011,"7-7",NA
"8151",2011,"7-8",NA
"8152",2011,"7-9",NA
"8153",2011,"7-10",NA
"8154",2011,"7-11",NA
"8155",2011,"7-12",NA
"8156",2011,"7-13",NA
"8157",2011,"7-14",NA
"8158",2011,"7-15",NA
"8159",2011,"7-16",NA
"8160",2011,"7-17",NA
"8161",2011,"7-18",NA
"8162",2011,"7-19",NA
"8163",2011,"7-20",NA
"8164",2011,"7-21",NA
"8165",2011,"7-22",NA
"8166",2011,"7-23",NA
"8167",2011,"7-24",NA
"8168",2011,"7-25",NA
"8169",2011,"7-26",NA
"8170",2011,"7-27",NA
"8171",2011,"7-28",NA
"8172",2011,"7-29",NA
"8173",2011,"7-30",NA
"8174",2011,"7-31",NA
"8175",2011,"8-1",NA
"8176",2011,"8-2",NA
"8177",2011,"8-3",NA
"8178",2011,"8-4",NA
"8179",2011,"8-5",NA
"8180",2011,"8-6",NA
"8181",2011,"8-7",NA
"8182",2011,"8-8",NA
"8183",2011,"8-9",NA
"8184",2011,"8-10",NA
"8185",2011,"8-11",NA
"8186",2011,"8-12",NA
"8187",2011,"8-13",NA
"8188",2011,"8-14",NA
"8189",2011,"8-15",NA
"8190",2011,"8-16",NA
"8191",2011,"8-17",NA
"8192",2011,"8-18",NA
"8193",2011,"8-19",NA
"8194",2011,"8-20",NA
"8195",2011,"8-21",NA
"8196",2011,"8-22",NA
"8197",2011,"8-23",NA
"8198",2011,"8-24",NA
"8199",2011,"8-25",NA
"8200",2011,"8-26",NA
"8201",2011,"8-27",NA
"8202",2011,"8-28",NA
"8203",2011,"8-29",NA
"8204",2011,"8-30",NA
"8205",2011,"8-31",NA
"8206",2011,"9-1",NA
"8207",2011,"9-2",NA
"8208",2011,"9-3",NA
"8209",2011,"9-4",NA
"8210",2011,"9-5",NA
"8211",2011,"9-6",NA
"8212",2011,"9-7",NA
"8213",2011,"9-8",NA
"8214",2011,"9-9",NA
"8215",2011,"9-10",NA
"8216",2011,"9-11",NA
"8217",2011,"9-12",NA
"8218",2011,"9-13",NA
"8219",2011,"9-14",NA
"8220",2011,"9-15",NA
"8221",2011,"9-16",NA
"8222",2011,"9-17",NA
"8223",2011,"9-18",NA
"8224",2011,"9-19",NA
"8225",2011,"9-20",NA
"8226",2011,"9-21",NA
"8227",2011,"9-22",NA
"8228",2011,"9-23",NA
"8229",2011,"9-24",NA
"8230",2011,"9-25",NA
"8231",2011,"9-26",NA
"8232",2011,"9-27",NA
"8233",2011,"9-28",NA
"8234",2011,"9-29",NA
"8235",2011,"9-30",NA
"8236",2011,"10-1",NA
"8237",2011,"10-2",NA
"8238",2011,"10-3",NA
"8239",2011,"10-4",NA
"8240",2011,"10-5",NA
"8241",2011,"10-6",NA
"8242",2011,"10-7",NA
"8243",2011,"10-8",NA
"8244",2011,"10-9",NA
"8245",2011,"10-10",NA
"8246",2011,"10-11",NA
"8247",2011,"10-12",NA
"8248",2011,"10-13",NA
"8249",2011,"10-14",NA
"8250",2011,"10-15",NA
"8251",2011,"10-16",NA
"8252",2011,"10-17",NA
"8253",2011,"10-18",NA
"8254",2011,"10-19",NA
"8255",2011,"10-20",NA
"8256",2011,"10-21",NA
"8257",2011,"10-22",NA
"8258",2011,"10-23",NA
"8259",2011,"10-24",NA
"8260",2011,"10-25",NA
"8261",2011,"10-26",NA
"8262",2011,"10-27",NA
"8263",2011,"10-28",NA
"8264",2011,"10-29",NA
"8265",2011,"10-30",NA
"8266",2011,"10-31",NA
"8267",2011,"11-1",NA
"8268",2011,"11-2",NA
"8269",2011,"11-3",NA
"8270",2011,"11-4",NA
"8271",2011,"11-5",NA
"8272",2011,"11-6",NA
"8273",2011,"11-7",NA
"8274",2011,"11-8",NA
"8275",2011,"11-9",NA
"8276",2011,"11-10",NA
"8277",2011,"11-11",NA
"8278",2011,"11-12",NA
"8279",2011,"11-13",NA
"8280",2011,"11-14",NA
"8281",2011,"11-15",NA
"8282",2011,"11-16",NA
"8283",2011,"11-17",NA
"8284",2011,"11-18",NA
"8285",2011,"11-19",NA
"8286",2011,"11-20",NA
"8287",2011,"11-21",NA
"8288",2011,"11-22",NA
"8289",2011,"11-23",NA
"8290",2011,"11-24",NA
"8291",2011,"11-25",NA
"8292",2011,"11-26",NA
"8293",2011,"11-27",NA
"8294",2011,"11-28",NA
"8295",2011,"11-29",NA
"8296",2011,"11-30",NA
"8297",2011,"12-1",NA
"8298",2011,"12-2",NA
"8299",2011,"12-3",NA
"8300",2011,"12-4",NA
"8301",2011,"12-5",NA
"8302",2011,"12-6",NA
"8303",2011,"12-7",NA
"8304",2011,"12-8",NA
"8305",2011,"12-9",NA
"8306",2011,"12-10",NA
"8307",2011,"12-11",NA
"8308",2011,"12-12",NA
"8309",2011,"12-13",NA
"8310",2011,"12-14",NA
"8311",2011,"12-15",NA
"8312",2011,"12-16",NA
"8313",2011,"12-17",NA
"8314",2011,"12-18",NA
"8315",2011,"12-19",NA
"8316",2011,"12-20",NA
"8317",2011,"12-21",NA
"8318",2011,"12-22",NA
"8319",2011,"12-23",NA
"8320",2011,"12-24",NA
"8321",2011,"12-25",NA
"8322",2011,"12-26",NA
"8323",2011,"12-27",NA
"8324",2011,"12-28",NA
"8325",2011,"12-29",NA
"8326",2011,"12-30",NA
"8327",2011,"12-31",NA
"8328",2014,"7-3",7.5
"8329",2014,"7-4",8
"8330",2014,"7-5",6.6
"8331",2014,"7-6",8.8
"8332",2014,"7-7",8.9
"8333",2014,"7-8",9.2
"8334",2014,"7-9",9
"8335",2014,"7-10",8.9
"8336",2014,"7-11",8.5
"8337",2014,"7-12",8
"8338",2014,"7-13",7.9
"8339",2014,"7-14",8.6
"8340",2014,"7-15",8.4
"8341",2014,"7-16",8.1
"8342",2014,"7-17",9.5
"8343",2014,"7-18",9.8
"8344",2014,"7-19",8.1
"8345",2014,"7-20",9.1
"8346",2014,"7-21",9.1
"8347",2014,"7-22",10.6
"8348",2014,"7-23",10.3
"8349",2014,"7-24",11
"8350",2014,"7-25",10.3
"8351",2014,"7-26",9.7
"8352",2014,"7-27",8.3
"8353",2014,"7-28",9.7
"8354",2014,"7-29",10.3
"8355",2014,"7-30",11.6
"8356",2014,"7-31",10.6
"8357",2014,"8-1",10.1
"8358",2014,"8-2",11
"8359",2014,"8-3",11.4
"8360",2014,"8-4",10.7
"8361",2014,"8-5",12.3
"8362",2014,"8-6",12.2
"8363",2014,"8-7",11.9
"8364",2014,"8-8",12.1
"8365",2014,"8-9",11.3
"8366",2014,"8-10",10
"8367",2014,"8-11",11.1
"8368",2014,"8-12",11.7
"8369",2014,"8-13",10.6
"8370",2014,"8-14",11
"8371",2014,"8-15",10.9
"8372",2014,"8-16",10.9
"8373",2014,"8-17",11.6
"8374",2014,"8-18",11.1
"8375",2014,"8-19",11.1
"8376",2014,"8-20",11.7
"8377",2014,"8-21",11.9
"8378",2014,"8-22",11.9
"8379",2014,"8-23",11.8
"8380",2014,"8-24",12.1
"8381",2014,"8-25",11.7
"8382",2014,"8-26",11.5
"8383",2014,"8-27",11.9
"8384",2014,"8-28",12
"8385",2014,"8-29",11.7
"8386",2014,"8-30",12.1
"8387",2014,"8-31",11.6
"8388",2014,"9-1",11.8
"8389",2014,"9-2",11.7
"8390",2014,"9-3",10.9
"8391",2014,"9-4",11.3
"8392",2014,"9-5",12.4
"8393",2014,"9-6",11.6
"8394",2014,"9-7",11.9
"8395",2014,"9-8",11.7
"8396",2014,"9-9",11.3
"8397",2014,"9-10",11.4
"8398",2014,"9-11",11.5
"8399",2014,"9-12",10.8
"8400",2014,"9-13",11.3
"8401",2014,"9-14",10.8
"8402",2014,"9-15",10.8
"8403",2014,"9-16",10.1
"8404",2014,"9-17",10.6
"8405",2014,"9-18",10.5
"8406",2014,"9-19",10.3
"8407",2014,"9-20",9.7
"8408",2014,"9-21",10.7
"8409",2014,"9-22",11
"8410",2014,"9-23",10.5
"8411",2014,"9-24",11.1
"8412",2014,"9-25",10.9
"8413",2014,"9-26",10.3
"8414",2014,"9-27",10.7
"8415",2014,"9-28",10.5
"8416",2014,"9-29",10.7
"8417",2014,"9-30",9.4
"8418",2014,"10-1",10.1
"8419",2014,"10-2",9.5
"8420",2014,"10-3",9.4
"8421",2014,"10-4",8.7
"8422",2014,"10-5",8.3
"8423",2014,"10-6",8.9
"8424",2014,"10-7",8.3
"8425",2014,"10-8",7.8
"8426",2014,"10-9",6.6
"8427",2014,"10-10",6.6
"8428",2014,"10-11",5.6
"8429",2014,"10-12",7.6
"8430",2014,"10-13",7.9
"8431",2014,"10-14",7.6
"8432",2014,"10-15",7.1
"8433",2014,"10-16",5.9
"8434",2014,"10-17",6.6
"8435",2014,"10-18",5.8
"8436",2014,"10-19",6.3
"8437",2014,"10-20",4.7
"8438",2014,"10-21",4.5
"8439",2014,"10-22",4.2
"8440",2014,"10-23",5.8
"8441",2014,"10-24",6.8
"8442",2014,"10-25",6
"8443",2014,"10-26",7.3
"8444",2014,"10-27",2.6
"8445",2014,"10-28",3.6
"8446",2014,"10-29",3.7
"8447",2014,"10-30",6.3
"8448",2014,"10-31",5.2
"8449",2014,"11-1",2.8
"8450",2014,"11-2",2.9
