"","YYYY","MM_DD","ATMP"
"8451",2014,"11-3",3
"8452",2014,"11-4",3.1
"8453",2014,"11-5",5.7
"8454",2014,"11-6",5.7
"8455",2014,"11-7",5.2
"8456",2014,"11-8",4.9
"8457",2014,"11-9",5.9
"8458",2014,"11-10",5.5
"8459",2014,"11-11",4.3
"8460",2014,"11-12",3.1
"8461",2014,"11-13",5.2
"8462",2014,"11-14",4
"8463",2014,"11-15",5.9
"8464",2014,"11-16",5.3
"8465",2014,"11-17",5.4
"8466",2014,"11-18",5.8
"8467",2014,"11-19",5
"8468",2014,"11-20",5.3
"8469",2014,"11-21",4.8
"8470",2014,"11-22",3.9
"8471",2014,"11-23",2.6
"8472",2014,"11-24",2.7
"8473",2014,"11-25",5.5
"8474",2014,"11-26",4
"8475",2014,"11-27",4.6
"8476",2014,"11-28",4.5
"8477",2014,"11-29",4.3
"8478",2014,"11-30",5.9
"8479",2014,"12-1",3.1
"8480",2014,"12-2",4
"8481",2014,"12-3",2
"8482",2014,"12-4",2.3
"8483",2014,"12-5",2.1
"8484",2014,"12-6",3.8
"8485",2014,"12-7",2.6
"8486",2014,"12-8",1.4
"8487",2014,"12-9",3.5
"8488",2014,"12-10",0.5
"8489",2014,"12-11",-0.2
"8490",2014,"12-12",1
"8491",2014,"12-13",1.1
"8492",2014,"12-14",3.1
"8493",2014,"12-15",3
"8494",2014,"12-16",-0.7
"8495",2014,"12-17",0.3
"8496",2014,"12-18",0.6
"8497",2014,"12-19",2.3
"8498",2014,"12-20",3.7
"8499",2014,"12-21",1.4
"8500",2014,"12-22",1.7
"8501",2014,"12-23",2.6
"8502",2014,"12-24",4.3
"8503",2014,"12-25",1.8
"8504",2014,"12-26",3.6
"8505",2014,"12-27",3.2
"8506",2014,"12-28",1.6
"8507",2014,"12-29",3.1
"8508",2014,"12-30",2.5
"8509",2014,"12-31",3.2
"8510",2015,"1-1",3.7
"8511",2015,"1-2",3.7
"8512",2015,"1-3",4.3
"8513",2015,"1-4",3.1
"8514",2015,"1-5",4.5
"8515",2015,"1-6",3.4
"8516",2015,"1-7",1.3
"8517",2015,"1-8",0.2
"8518",2015,"1-9",0.8
"8519",2015,"1-10",1
"8520",2015,"1-11",3.5
"8521",2015,"1-12",4
"8522",2015,"1-13",2.9
"8523",2015,"1-14",3.1
"8524",2015,"1-15",2.2
"8525",2015,"1-16",-0.1
"8526",2015,"1-17",-2.8
"8527",2015,"1-19",1.3
"8528",2015,"1-20",2.6
"8529",2015,"1-21",1.9
"8530",2015,"1-22",-0.7
"8531",2015,"1-23",-1.4
"8532",2015,"1-24",-0.5
"8533",2015,"1-25",-0.1
"8534",2015,"1-26",-1.9
"8535",2015,"1-27",-2
"8536",2015,"1-28",-1.3
"8537",2015,"1-29",0.7
"8538",2015,"1-30",1.9
"8539",2015,"1-31",2.2
"8540",2015,"2-1",1.2
"8541",2015,"2-2",1.7
"8542",2015,"2-3",0.7
"8543",2015,"2-4",1.9
"8544",2015,"2-5",2
"8545",2015,"2-6",2
"8546",2015,"2-7",-0.1
"8547",2015,"2-8",-1.6
"8548",2015,"2-9",-1.2
"8549",2015,"2-10",-0.6
"8550",2015,"2-11",-0.1
"8551",2015,"2-12",-1.9
"8552",2015,"2-13",-3.1
"8553",2015,"2-14",-1.9
"8554",2015,"2-15",1.1
"8555",2015,"2-16",1.3
"8556",2015,"2-17",0.7
"8557",2015,"2-18",-0.5
"8558",2015,"2-19",-0.2
"8559",2015,"2-20",-0.6
"8560",2015,"2-21",-0.8
"8561",2015,"2-22",-0.9
"8562",2015,"2-23",-0.7
"8563",2015,"2-24",0.3
"8564",2015,"2-25",2.8
"8565",2015,"2-26",3.4
"8566",2015,"2-27",1.7
"8567",2015,"2-28",-1.6
"8568",2015,"3-1",3.5
"8569",2015,"3-2",2.6
"8570",2015,"3-3",0
"8571",2015,"3-4",2.9
"8572",2015,"3-5",0.8
"8573",2015,"3-6",3.8
"8574",2015,"3-7",-1.7
"8575",2015,"3-8",-1.9
"8576",2015,"3-9",-4
"8577",2015,"3-10",-3.2
"8578",2015,"3-11",-1
"8579",2015,"3-12",-1.6
"8580",2015,"3-13",2.4
"8581",2015,"3-14",1.6
"8582",2015,"3-15",-2.8
"8583",2015,"3-16",-2.6
"8584",2015,"3-17",-1.1
"8585",2015,"3-18",-2.5
"8586",2015,"3-19",-0.8
"8587",2015,"3-20",0
"8588",2015,"3-21",-0.5
"8589",2015,"3-22",-1.9
"8590",2015,"3-23",-2
"8591",2015,"3-24",-2
"8592",2015,"3-25",-1.1
"8593",2015,"3-26",0.2
"8594",2015,"3-27",-0.5
"8595",2015,"3-28",0.3
"8596",2015,"3-29",-1.5
"8597",2015,"3-30",-2.3
"8598",2015,"3-31",-2.7
"8599",2015,"4-1",-1.8
"8600",2015,"4-2",1.4
"8601",2015,"4-3",2.6
"8602",2015,"4-4",2.5
"8603",2015,"4-5",1.7
"8604",2015,"4-6",0.7
"8605",2015,"4-7",-0.8
"8606",2015,"4-8",0.9
"8607",2015,"4-9",-0.6
"8608",2015,"4-10",-1.6
"8609",2015,"4-11",-2
"8610",2015,"4-12",-1.9
"8611",2015,"4-13",-0.9
"8612",2015,"4-14",-2.1
"8613",2015,"4-15",-0.5
"8614",2015,"4-16",0.8
"8615",2015,"4-17",0.6
"8616",2015,"4-18",-2.4
"8617",2015,"4-19",-1.1
"8618",2015,"4-20",-0.3
"8619",2015,"4-21",0
"8620",2015,"4-22",1.7
"8621",2015,"4-23",2.1
"8622",2015,"4-24",2.2
"8623",2015,"4-25",1.5
"8624",2015,"4-26",2.5
"8625",2015,"4-27",2.5
"8626",2015,"4-28",2.2
"8627",2015,"4-29",2.2
"8628",2015,"4-30",2.4
"8629",2015,"5-1",2.6
"8630",2015,"5-2",2.3
"8631",2015,"5-3",3.8
"8632",2015,"5-4",3.5
"8633",2015,"5-5",3.1
"8634",2015,"5-6",3.4
"8635",2015,"5-7",2.3
"8636",2015,"5-8",1.4
"8637",2015,"5-9",2
"8638",2015,"5-10",2.2
"8639",2015,"5-11",2
"8640",2015,"5-12",3.4
"8641",2015,"5-13",4.3
"8642",2015,"5-14",3.2
"8643",2015,"5-15",4.1
"8644",2015,"5-16",4.4
"8645",2015,"5-17",3.1
"8646",2015,"5-18",2.9
"8647",2015,"5-19",4.6
"8648",2015,"5-20",3.6
"8649",2015,"5-21",3.2
"8650",2015,"5-22",3.8
"8651",2015,"5-23",3.7
"8652",2015,"5-24",4.2
"8653",2015,"5-25",4.8
"8654",2015,"5-26",4.8
"8655",2015,"5-27",4.7
"8656",2015,"5-28",4.8
"8657",2015,"5-29",5
"8658",2015,"5-30",4.6
"8659",2015,"5-31",4.4
"8660",2015,"6-1",5
"8661",2015,"6-2",4.5
"8662",2015,"6-3",4.3
"8663",2015,"6-4",2.9
"8664",2015,"6-5",5
"8665",2015,"6-6",4.9
"8666",2015,"6-7",4.8
"8667",2015,"6-8",5.3
"8668",2015,"6-9",4.8
"8669",2015,"6-10",7.2
"8670",2015,"6-11",5.1
"8671",2015,"6-12",5.5
"8672",2015,"6-13",6.5
"8673",2015,"6-14",6
"8674",2015,"6-15",5.3
"8675",2015,"6-16",4.8
"8676",2015,"6-17",4.8
"8677",2015,"6-18",6.2
"8678",2015,"6-19",6.9
"8679",2015,"6-20",5.5
"8680",2015,"6-21",6.2
"8681",2015,"6-22",5.7
"8682",2015,"6-23",8.1
"8683",2015,"6-24",7.5
"8684",2015,"6-25",6.4
"8685",2015,"6-26",7.9
"8686",2015,"6-27",7.3
"8687",2015,"6-28",6
"8688",2015,"6-29",6.6
"8689",2015,"6-30",7.9
"8690",2015,"7-1",8.1
"8691",2015,"7-2",7.7
"8692",2015,"7-3",8.2
"8693",2015,"7-4",7.7
"8694",2015,"7-5",6.8
"8695",2015,"7-6",7.9
"8696",2015,"7-7",8.1
"8697",2015,"7-8",8
"8698",2015,"7-9",7.9
"8699",2015,"7-10",8
"8700",2015,"7-11",8.2
"8701",2015,"7-12",8.3
"8702",2015,"7-13",8.1
"8703",2015,"7-14",8.3
"8704",2015,"7-15",9
"8705",2015,"7-16",7.8
"8706",2015,"7-17",7.3
"8707",2015,"7-18",8.6
"8708",2015,"7-19",8.9
"8709",2015,"7-20",8.7
"8710",2015,"7-21",8.6
"8711",2015,"7-22",8.6
"8712",2015,"7-23",8.7
"8713",2015,"7-24",8.9
"8714",2015,"7-25",8.9
"8715",2015,"7-26",8.7
"8716",2015,"7-27",8.8
"8717",2015,"7-28",7.9
"8718",2015,"7-29",7.8
"8719",2015,"7-30",9.2
"8720",2015,"7-31",9.3
"8721",2015,"8-1",8.9
"8722",2015,"8-2",10
"8723",2015,"8-3",9.4
"8724",2015,"8-4",8.6
"8725",2015,"8-5",8
"8726",2015,"8-6",8.4
"8727",2015,"8-7",9.9
"8728",2015,"8-8",10.1
"8729",2015,"8-9",9.7
"8730",2015,"8-10",9.8
"8731",2015,"8-11",10.6
"8732",2015,"8-12",10.1
"8733",2015,"8-13",10.3
"8734",2015,"8-14",10.4
"8735",2015,"8-15",10.4
"8736",2015,"8-16",10.2
"8737",2015,"8-17",11
"8738",2015,"8-18",10.6
"8739",2015,"8-19",10.2
"8740",2015,"8-20",10.6
"8741",2015,"8-21",9.7
"8742",2015,"8-22",9.6
"8743",2015,"8-23",10.1
"8744",2015,"8-24",11.3
"8745",2015,"8-25",10.4
"8746",2015,"8-26",10.9
"8747",2015,"8-27",9.5
"8748",2015,"8-28",11.4
"8749",2015,"8-29",10.8
"8750",2015,"8-30",10.2
"8751",2015,"8-31",10.3
"8752",2015,"9-1",10.6
"8753",2015,"9-2",10.5
"8754",2015,"9-3",10.3
"8755",2015,"9-4",10.6
"8756",2015,"9-5",10.5
"8757",2015,"9-6",10.7
"8758",2015,"9-7",10.7
"8759",2015,"9-8",9.7
"8760",2015,"9-9",8.6
"8761",2015,"9-10",9.5
"8762",2015,"9-11",9.2
"8763",2015,"9-12",10.4
"8764",2015,"9-13",10.7
"8765",2015,"9-14",9.6
"8766",2015,"9-15",8.9
"8767",2015,"9-16",10.3
"8768",2015,"9-17",8.7
"8769",2015,"9-18",8.8
"8770",2015,"9-19",8.8
"8771",2015,"9-20",9.9
"8772",2015,"9-21",10.2
"8773",2015,"9-22",10.2
"8774",2015,"9-23",9.9
"8775",2015,"9-24",10.1
"8776",2015,"9-25",10.1
"8777",2015,"9-26",9.9
"8778",2015,"9-27",8.1
"8779",2015,"9-28",5.7
"8780",2015,"9-29",7.8
"8781",2015,"9-30",9.6
"8782",2015,"10-1",9.9
"8783",2015,"10-2",9.8
"8784",2015,"10-3",8.6
"8785",2015,"10-4",9.2
"8786",2015,"10-5",8.5
"8787",2015,"10-6",7.3
"8788",2015,"10-7",6
"8789",2015,"10-8",7.6
"8790",2015,"10-9",7
"8791",2015,"10-10",5.5
"8792",2015,"10-11",4
"8793",2015,"10-12",3.8
"8794",2015,"10-13",4.3
"8795",2015,"10-14",5.1
"8796",2015,"10-15",6
"8797",2015,"10-16",7.4
"8798",2015,"10-17",6.7
"8799",2015,"10-18",5.8
"8800",2015,"10-19",5
"8801",2015,"10-20",5.2
"8802",2015,"10-21",6.2
"8803",2015,"10-22",5.8
"8804",2015,"10-23",5.6
"8805",2015,"10-24",5.1
"8806",2015,"10-25",5.7
"8807",2015,"10-26",5
"8808",2015,"10-27",6.3
"8809",2015,"10-28",4.8
"8810",2015,"10-29",4.8
"8811",2015,"10-30",5.3
"8812",2015,"10-31",6.7
"8813",2015,"11-1",6.7
"8814",2015,"11-2",5.5
"8815",2015,"11-3",6.5
"8816",2015,"11-4",4.4
"8817",2015,"11-5",5.6
"8818",2015,"11-6",5.3
"8819",2015,"11-7",6.4
"8820",2015,"11-8",3.7
"8821",2015,"11-9",0.8
"8822",2015,"11-10",1.5
"8823",2015,"11-11",1
"8824",2015,"11-12",0.3
"8825",2015,"11-13",3.5
"8826",2015,"11-14",2.6
"8827",2015,"11-15",1.9
"8828",2015,"11-16",0.2
"8829",2015,"11-17",3.9
"8830",2015,"11-18",5.1
"8831",2015,"11-19",3.3
"8832",2015,"11-20",-0.2
"8833",2015,"11-21",1.4
"8834",2015,"11-22",2.2
"8835",2015,"11-23",4.5
"8836",2015,"11-24",1.7
"8837",2015,"11-25",0.8
"8838",2015,"11-26",2.1
"8839",2015,"11-27",2.2
"8840",2015,"11-28",-0.1
"8841",2015,"11-29",0.5
"8842",2015,"11-30",0.7
"8843",2015,"12-1",-0.5
"8844",2015,"12-2",-0.3
"8845",2015,"12-3",1.5
"8846",2015,"12-4",-0.5
"8847",2015,"12-5",-0.7
"8848",2015,"12-6",0.9
"8849",2015,"12-7",3.1
"8850",2015,"12-8",1.4
"8851",2015,"12-9",0.2
"8852",2015,"12-10",-0.6
"8853",2015,"12-11",-1.9
"8854",2015,"12-12",2
"8855",2015,"12-13",3.7
"8856",2015,"12-14",1.8
"8857",2015,"12-15",-0.8
"8858",2015,"12-16",-1.6
"8859",2015,"12-17",0.4
"8860",2015,"12-18",2.5
"8861",2015,"12-19",1
"8862",2015,"12-20",3.4
"8863",2015,"12-21",0.6
"8864",2015,"12-22",0.4
"8865",2015,"12-23",0.7
"8866",2015,"12-24",3.9
"8867",2015,"12-25",3.2
"8868",2015,"12-26",2.3
"8869",2015,"12-27",2.8
"8870",2015,"12-28",2.9
"8871",2015,"12-29",2.3
"8872",2015,"12-30",1.5
"8873",2015,"12-31",1.7
"8874",2016,"1-1",1.8
"8875",2016,"1-2",1.5
"8876",2016,"1-3",0.2
"8877",2016,"1-4",-0.8
"8878",2016,"1-5",-1.3
"8879",2016,"1-7",3.3
"8880",2016,"1-8",0.1
"8881",2016,"1-9",1.1
"8882",2016,"1-10",1
"8883",2016,"1-11",0.9
"8884",2016,"1-12",1.6
"8885",2016,"1-13",-0.4
"8886",2016,"1-14",1.1
"8887",2016,"1-15",2.4
"8888",2016,"1-16",2.4
"8889",2016,"1-17",-1.2
"8890",2016,"1-18",1
"8891",2016,"1-19",0.2
"8892",2016,"1-20",-0.9
"8893",2016,"1-21",0.4
"8894",2016,"1-22",1.9
"8895",2016,"1-23",1.4
"8896",2016,"1-24",-0.8
"8897",2016,"1-25",-2.3
"8898",2016,"1-26",-2.3
"8899",2016,"1-27",-0.6
"8900",2016,"1-28",1.8
"8901",2016,"1-29",-0.5
"8902",2016,"1-30",-1.3
"8903",2016,"1-31",-1.3
"8904",2016,"2-1",-1.2
"8905",2016,"2-2",0.7
"8906",2016,"2-3",2.1
"8907",2016,"2-4",1.2
"8908",2016,"2-5",-1
"8909",2016,"2-6",0.2
"8910",2016,"2-7",0.1
"8911",2016,"2-8",0.8
"8912",2016,"2-9",1.2
"8913",2016,"2-10",3.4
"8914",2016,"2-11",2.5
"8915",2016,"2-12",2.6
"8916",2016,"2-13",0.1
"8917",2016,"2-14",0.8
"8918",2016,"2-15",2.7
"8919",2016,"2-16",3.1
"8920",2016,"2-17",-0.9
"8921",2016,"2-18",1.2
"8922",2016,"2-19",-3
"8923",2016,"2-20",-2.3
"8924",2016,"2-21",-1.7
"8925",2016,"2-22",-2.9
"8926",2016,"2-23",1.4
"8927",2016,"2-24",-2.9
"8928",2016,"2-25",-3.5
"8929",2016,"2-26",-0.8
"8930",2016,"2-27",1.9
"8931",2016,"2-28",2.1
"8932",2016,"2-29",0.7
"8933",2016,"3-1",3.3
"8934",2016,"3-2",2.4
"8935",2016,"3-3",3.2
"8936",2016,"3-4",3.1
"8937",2016,"3-5",-1.7
"8938",2016,"3-6",-3.6
"8939",2016,"3-7",-2.6
"8940",2016,"3-8",-3.4
"8941",2016,"3-9",-3.7
"8942",2016,"3-10",-2.3
"8943",2016,"3-11",-4.1
"8944",2016,"3-12",-3.8
"8945",2016,"3-13",-2.6
"8946",2016,"3-14",-3
"8947",2016,"3-15",-3.3
"8948",2016,"3-16",-1.7
"8949",2016,"3-17",1.7
"8950",2016,"3-18",1.2
"8951",2016,"3-19",-0.8
"8952",2016,"3-20",-3.1
"8953",2016,"3-21",-2.2
"8954",2016,"3-22",-2.2
"8955",2016,"3-23",-1.2
"8956",2016,"3-24",-1.1
"8957",2016,"3-25",-1.2
"8958",2016,"3-26",-1.7
"8959",2016,"3-27",-1.5
"8960",2016,"3-28",-1
"8961",2016,"3-29",-1.6
"8962",2016,"3-30",-2.1
"8963",2016,"3-31",-2.2
"8964",2016,"4-1",-2.4
"8965",2016,"4-2",-2.9
"8966",2016,"4-3",-3
"8967",2016,"4-4",-4.6
"8968",2016,"4-5",-3.2
"8969",2016,"4-6",0.8
"8970",2016,"4-7",2
"8971",2016,"4-8",1.3
"8972",2016,"4-9",1.6
"8973",2016,"4-10",1.3
"8974",2016,"4-11",-0.7
"8975",2016,"4-12",1
"8976",2016,"4-13",2
"8977",2016,"4-14",1
"8978",2016,"4-15",1.1
"8979",2016,"4-16",1.7
"8980",2016,"4-17",2.3
"8981",2016,"4-18",2.3
"8982",2016,"4-19",1.9
"8983",2016,"4-20",2.7
"8984",2016,"4-21",2.1
"8985",2016,"4-22",2.3
"8986",2016,"4-23",3.3
"8987",2016,"4-24",3.4
"8988",2016,"4-25",3.7
"8989",2016,"4-26",2.7
"8990",2016,"4-27",3.1
"8991",2016,"4-28",3.2
"8992",2016,"4-29",1.1
"8993",2016,"4-30",0.9
"8994",2016,"5-1",0.4
"8995",2016,"5-2",2.5
"8996",2016,"5-3",3.6
"8997",2016,"5-4",2.3
"8998",2016,"5-5",2
"8999",2016,"5-6",2.5
"9000",2016,"5-7",3.4
"9001",2016,"5-8",4
"9002",2016,"5-9",3.9
"9003",2016,"5-10",3.4
"9004",2016,"5-11",3.3
"9005",2016,"5-12",3.7
"9006",2016,"5-13",4.3
"9007",2016,"5-14",4.2
"9008",2016,"5-15",3.2
"9009",2016,"5-16",2.9
"9010",2016,"5-17",3
"9011",2016,"5-18",4.1
"9012",2016,"5-19",3.6
"9013",2016,"5-20",3.4
"9014",2016,"5-21",3.7
"9015",2016,"5-22",3.8
"9016",2016,"5-23",4.6
"9017",2016,"5-24",5
"9018",2016,"5-25",5.7
"9019",2016,"5-26",5.7
"9020",2016,"5-27",5.5
"9021",2016,"5-28",4.5
"9022",2016,"5-29",5.8
"9023",2016,"5-30",6.3
"9024",2016,"5-31",5.4
"9025",2016,"6-1",6.4
"9026",2016,"6-2",6.3
"9027",2016,"6-3",4.2
"9028",2016,"6-4",6.4
"9029",2016,"6-5",5.9
"9030",2016,"6-6",6
"9031",2016,"6-7",4.4
"9032",2016,"6-8",6.6
"9033",2016,"6-9",6.6
"9034",2016,"6-10",5.3
"9035",2016,"6-11",5.8
"9036",2016,"6-12",7.3
"9037",2016,"6-13",6.3
"9038",2016,"6-14",7.2
"9039",2016,"6-15",6.5
"9040",2016,"6-16",6.3
"9041",2016,"6-17",6.4
"9042",2016,"6-18",6.6
"9043",2016,"6-19",6.7
"9044",2016,"6-20",6.3
"9045",2016,"6-21",6.8
"9046",2016,"6-22",7.2
"9047",2016,"6-23",7.5
"9048",2016,"6-24",6.9
"9049",2016,"6-25",5.7
"9050",2016,"6-26",8.6
"9051",2016,"6-27",6.8
"9052",2016,"6-28",8.3
"9053",2016,"6-29",8
"9054",2016,"6-30",8.6
"9055",2016,"7-1",8.3
"9056",2016,"7-2",8.4
"9057",2016,"7-3",6.8
"9058",2016,"7-4",8.9
"9059",2016,"7-5",8.7
"9060",2016,"7-6",8.9
"9061",2016,"7-7",8.2
"9062",2016,"7-8",9.4
"9063",2016,"7-9",9.1
"9064",2016,"7-10",9.5
"9065",2016,"7-11",8.9
"9066",2016,"7-12",9.3
"9067",2016,"7-13",9.9
"9068",2016,"7-14",9
"9069",2016,"7-15",10.2
"9070",2016,"7-16",9.6
"9071",2016,"7-17",11.6
"9072",2016,"7-18",12
"9073",2016,"7-19",12
"9074",2016,"7-20",10
"9075",2016,"7-21",10.4
"9076",2016,"7-22",10.6
"9077",2016,"7-23",9.4
"9078",2016,"7-24",9.6
"9079",2016,"7-25",10.1
"9080",2016,"7-26",10
"9081",2016,"7-27",10.5
"9082",2016,"7-28",10.7
"9083",2016,"7-29",9.7
"9084",2016,"7-30",10.9
"9085",2016,"7-31",9.7
"9086",2016,"8-1",9.6
"9087",2016,"8-2",10.3
"9088",2016,"8-3",11.2
"9089",2016,"8-4",11.6
"9090",2016,"8-5",10.7
"9091",2016,"8-6",11.3
"9092",2016,"8-7",11.8
"9093",2016,"8-8",10.9
"9094",2016,"8-9",11.8
"9095",2016,"8-10",11.7
"9096",2016,"8-11",12.1
"9097",2016,"8-12",11.9
"9098",2016,"8-13",11.3
"9099",2016,"8-14",11.5
"9100",2016,"8-15",11.7
"9101",2016,"8-16",11.4
"9102",2016,"8-17",11.4
"9103",2016,"8-18",11
"9104",2016,"8-19",11.5
"9105",2016,"8-20",12
"9106",2016,"8-21",11.9
"9107",2016,"8-22",11.8
"9108",2016,"8-23",11.2
"9109",2016,"8-24",10.6
"9110",2016,"8-25",10.6
"9111",2016,"8-26",11.2
"9112",2016,"8-27",11.7
"9113",2016,"8-28",12
"9114",2016,"8-29",11.6
"9115",2016,"8-30",10.7
"9116",2016,"8-31",11.6
"9117",2016,"9-1",12
"9118",2016,"9-2",11.6
"9119",2016,"9-3",11.9
"9120",2016,"9-4",12
"9121",2016,"9-5",11.9
"9122",2016,"9-6",11
"9123",2016,"9-7",10.1
"9124",2016,"9-8",10.3
"9125",2016,"9-9",10.4
"9126",2016,"9-10",10.8
"9127",2016,"9-11",10.8
"9128",2016,"9-12",11.4
"9129",2016,"9-13",11
"9130",2016,"9-14",10.7
"9131",2016,"9-15",9.7
"9132",2016,"9-16",7.8
"9133",2016,"9-17",9.6
"9134",2016,"9-18",10.5
"9135",2016,"9-19",10.2
"9136",2016,"9-20",9.1
"9137",2016,"9-21",8
"9138",2016,"9-22",7.4
"9139",2016,"9-23",8.4
"9140",2016,"9-24",9.1
"9141",2016,"9-25",9.8
"9142",2016,"9-26",9.6
"9143",2016,"9-27",9.2
"9144",2016,"9-28",9.4
"9145",2016,"9-29",10.5
"9146",2016,"9-30",9.8
"9147",2016,"10-1",8.6
"9148",2016,"10-2",7.9
"9149",2016,"10-3",9.1
"9150",2016,"10-4",9
"9151",2016,"10-5",9.1
"9152",2016,"10-6",9.2
"9153",2016,"10-7",8.7
"9154",2016,"10-8",8.6
"9155",2016,"10-9",8.8
"9156",2016,"10-10",8.3
"9157",2016,"10-11",8.3
"9158",2016,"10-12",9
"9159",2016,"10-13",8.9
"9160",2016,"10-14",8.3
"9161",2016,"10-15",7.9
"9162",2016,"10-16",7.9
"9163",2016,"10-17",7.3
"9164",2016,"10-18",6.2
"9165",2016,"10-19",5.4
"9166",2016,"10-20",5.9
"9167",2016,"10-21",6.5
"9168",2016,"10-22",8
"9169",2016,"10-23",8.8
"9170",2016,"10-24",8.2
"9171",2016,"10-25",7.4
"9172",2016,"10-26",6.5
"9173",2016,"10-27",6.8
"9174",2016,"10-28",6.1
"9175",2016,"10-29",6.4
"9176",2016,"10-30",3.5
"9177",2016,"10-31",5.7
"9178",2016,"11-1",4.5
"9179",2016,"11-2",3.8
"9180",2016,"11-3",3.2
"9181",2016,"11-4",4.8
"9182",2016,"11-5",5.4
"9183",2016,"11-6",4.9
"9184",2016,"11-7",4.2
"9185",2016,"11-8",3.7
"9186",2016,"11-9",2.6
"9187",2016,"11-10",2.2
"9188",2016,"11-11",1.3
"9189",2016,"11-12",0.8
"9190",2016,"11-13",0.5
"9191",2016,"11-14",-0.1
"9192",2016,"11-15",4.7
"9193",2016,"11-16",4.1
"9194",2016,"11-17",5.4
"9195",2016,"11-18",3.8
"9196",2016,"11-19",3.6
"9197",2016,"11-20",3.3
"9198",2016,"11-21",3.7
"9199",2016,"11-22",3.9
"9200",2016,"11-23",3.4
"9201",2016,"11-24",2.6
"9202",2016,"11-25",4.4
"9203",2016,"11-26",2.1
"9204",2016,"11-27",3
"9205",2016,"11-28",2.6
"9206",2016,"11-29",2.2
"9207",2016,"11-30",0.4
"9208",2016,"12-1",-0.6
"9209",2016,"12-2",0.9
"9210",2016,"12-3",1.8
"9211",2016,"12-4",4.1
"9212",2016,"12-5",3.8
"9213",2016,"12-6",3.8
"9214",2016,"12-7",4.7
"9215",2016,"12-8",3.3
"9216",2016,"12-9",3.1
"9217",2016,"12-10",1.9
"9218",2016,"12-11",1.9
"9219",2016,"12-12",4.4
"9220",2016,"12-13",6
"9221",2016,"12-14",5
"9222",2016,"12-15",4.3
"9223",2016,"12-16",4.5
"9224",2016,"12-17",2.5
"9225",2016,"12-18",3.3
"9226",2016,"12-19",3.4
"9227",2016,"12-20",1.9
"9228",2016,"12-21",1.8
"9229",2016,"12-22",1.2
"9230",2016,"12-23",1.6
"9231",2016,"12-24",3.4
"9232",2016,"12-25",2.9
"9233",2016,"12-26",3.3
"9234",2016,"12-27",0.6
"9235",2016,"12-28",3.7
"9236",2016,"12-29",3.1
"9237",2016,"12-30",4
"9238",2016,"12-31",5.1
"9239",2017,"1-1",2.2
"9240",2017,"1-2",2.1
"9241",2017,"1-3",2.7
"9242",2017,"1-4",3.8
"9243",2017,"1-5",3.5
"9244",2017,"1-6",3.7
"9245",2017,"1-7",3.5
"9246",2017,"1-8",5.4
"9247",2017,"1-9",4.1
"9248",2017,"1-10",3.4
"9249",2017,"1-11",1.7
"9250",2017,"1-12",2.3
"9251",2017,"1-13",-2.5
"9252",2017,"1-14",-4.9
"9253",2017,"1-15",-2.9
"9254",2017,"1-16",-3.8
"9255",2017,"1-17",-4.4
"9256",2017,"1-18",-3.7
"9257",2017,"1-19",-5.2
"9258",2017,"1-20",-4.5
"9259",2017,"1-21",-2.9
"9260",2017,"1-22",-0.2
"9261",2017,"1-23",-2.7
"9262",2017,"1-24",-2.6
"9263",2017,"1-25",-3.4
"9264",2017,"1-26",-4
"9265",2017,"1-27",-3.5
"9266",2017,"1-28",-2.9
"9267",2017,"1-29",-0.1
"9268",2017,"1-30",-0.1
"9269",2017,"1-31",1.9
"9270",2017,"2-1",3.8
"9271",2017,"2-2",3
"9272",2017,"2-3",2.8
"9273",2017,"2-4",3.5
"9274",2017,"2-5",3.6
"9275",2017,"2-6",2.7
"9276",2017,"2-7",1.5
"9277",2017,"2-8",0.7
"9278",2017,"2-9",0.1
"9279",2017,"2-10",-1.7
"9280",2017,"2-11",-3.3
"9281",2017,"2-12",-0.1
"9282",2017,"2-13",-2.7
"9283",2017,"2-14",-2
"9284",2017,"2-15",-2.1
"9285",2017,"2-16",-3.6
"9286",2017,"2-17",-4
"9287",2017,"2-18",-4.9
"9288",2017,"2-19",-2.8
"9289",2017,"2-20",-1
"9290",2017,"2-21",1.3
"9291",2017,"2-22",3.2
"9292",2017,"2-23",2.8
"9293",2017,"2-24",2.7
"9294",2017,"2-25",3.7
"9295",2017,"2-26",2.3
"9296",2017,"2-27",0.4
"9297",2017,"2-28",1.6
"9298",2017,"3-1",-1.2
"9299",2017,"3-2",-0.1
"9300",2017,"3-3",1.5
"9301",2017,"3-4",2.6
"9302",2017,"3-5",2.7
"9303",2017,"3-6",2.6
"9304",2017,"3-7",2.4
"9305",2017,"3-8",3.1
"9306",2017,"3-9",3
"9307",2017,"3-10",2.8
"9308",2017,"3-11",1.3
"9309",2017,"3-12",2.3
"9310",2017,"3-13",2.2
"9311",2017,"3-14",1.6
"9312",2017,"3-15",0.2
"9313",2017,"3-16",1.3
"9314",2017,"3-17",1
"9315",2017,"3-18",2
"9316",2017,"3-19",2.2
"9317",2017,"3-20",1.2
"9318",2017,"3-21",1
"9319",2017,"3-22",0.1
"9320",2017,"3-23",1.6
"9321",2017,"3-24",1.9
"9322",2017,"3-25",1.6
"9323",2017,"3-26",1.4
"9324",2017,"3-27",1.1
"9325",2017,"3-28",-1.1
